Dif. SG_N,Dif. SG_P,Early round SD_N,Early round SD_P,Elong. SD_N,Elong. SD_P,Late round SD_N,Late round SD_P,Macrophage_N,Macrophage_P,SC.I_N,SC.I_P,SC.II_N,SC.II_P,Sertoli_N,Sertoli_P,Undif. SG_N,Undif. SG_P
DOCK7,9.98193401105689e-46,LOC105370019,6.32549313773063e-90,CD46,3.257128319090967e-89,NTNG1,6.8952082139867e-114,ZFP36,8.678222289410414e-14,TTC21A,2.5216194305774984e-119,DPH6,7.951174687413463e-119,REPS1,1.2545583802177015e-108,TFEC,5.319817541896656e-77
UPF2,1.0592931563991772e-45,SNHG27,1.7956035431551098e-90,SWI5,1.299076643350974e-89,LINC02109,3.714789311995723e-114,USP22,8.913910404332828e-14,DOCK3,5.391619092750036e-120,SCGB2B2,6.609493765954208e-119,LRPPRC,1.8218474418484542e-108,MAP2K4,2.5198601458020238e-77
PTPN2,1.456803187078441e-45,C6orf118,9.524607738715397e-90,SPACA7,1.4352885087132759e-89,ZNF133-AS1,1.0826192928016221e-114,TIMP1,9.280850139616274e-14,RAD17,4.088539303318982e-118,LOC105370236,2.7618185236309865e-117,MAP1B,1.014190089735059e-107,KIAA1549L,3.375952578581055e-77
NDC1,1.678532353596536e-45,PDE6A,4.043122694122123e-90,CEP85L,1.957415736031515e-89,LNX1,1.081933316526505e-113,ABCA6,9.280100858755002e-14,BRD8,1.6805662288579244e-117,LINC01087,1.351267999659808e-117,TTTY15,1.775812000035532e-107,ASPH,1.1722525798724733e-76
LOC105374510,2.3009129240926027e-45,IRAG1-AS1,2.2284981832288673e-90,ENAH,1.4926376618561526e-89,SAXO1,2.063592332567594e-114,ELF2,1.0676988249282505e-13,LINC00879,6.516277344437675e-116,LINC02746,8.768689115651057e-117,FNDC3B,1.3157987046189373e-108,SIPA1L1,2.637337607589302e-77
MYH10,3.220581733823376e-45,GRM7-AS3,7.89622348325032e-90,LOC105377932,2.3419448887364118e-89,LOC100134040,6.069858293097835e-114,PLSCR4,1.1702084772389388e-13,ZNF652,4.3228372732299943e-116,CCDC83,2.4416901808324312e-117,BIRC6,1.4963748348216155e-108,CA8,1.74380624325576e-76
CUX1,3.202138250337793e-45,LOC105374188,1.186768590802012e-89,FAM71E1,4.397038735204901e-89,C1orf105,1.6021212515236165e-112,LOC107984251,1.3291297211020047e-13,SLC17A1,6.061510479112145e-115,NNT,2.9803880377890734e-117,TBRG1,3.2452667637971914e-107,KLRG1,7.29691659055071e-77
DPY19L3,4.2972243779436923e-45,EFHC1,1.0428349018909562e-89,LZTS1-AS1,2.2383681356357764e-88,CEP112,1.23701213395275e-114,TPD52L1,1.353723226808706e-13,RPL21,1.689997343933273e-114,PPA2,3.063570756040856e-116,HOMER1,4.467320286671862e-107,FGF12,1.386802180602616e-76
XPO4,4.7315451237199695e-45,LOC102723445,4.156668769581273e-89,SPATA12,2.11600809498146e-88,ALK,1.1581942742999383e-112,FGFR1,1.337481550727167e-13,LOC105379087,4.634471731040575e-114,ERBIN,1.1820830662728938e-117,SCP2,4.189892750757959e-107,SGCD,5.939855967447116e-76
TULP4,4.823159447674657e-45,FAM135B,6.942393980766345e-90,TTC7A,2.3663941043984568e-88,HMGB4,3.299037982536644e-114,SMARCA1,1.3228566467595053e-13,SCAF11,5.686474656548314e-115,SMURF1,1.457279719426649e-116,CTNNAL1,2.5586578656487028e-107,CLASP2,4.3538736930994634e-76
XIST,8.87861578601772e-45,DSE,1.0570963845985057e-89,EIF4H,5.336191074324015e-88,LINC02267,2.419733999407541e-112,ITGA9,1.4286644716361252e-13,TMEM116,2.463415639727969e-114,ADGRB3,4.113111812229714e-115,ZNF704,1.1218242129926979e-106,GPM6B,3.9127134815156317e-75
PDZRN3,7.41008933741118e-45,CFAP221,4.24321231305748e-89,SLC25A41,1.0501221118176577e-87,FPGT-TNNI3K,1.5162457994215995e-112,COL6A1,1.4894954982723278e-13,LOC105370214,1.7278536704871686e-114,CCDC175,2.0607148345246205e-115,STK11IP,1.0436322969635988e-105,TAF4B,2.312101481896127e-75
LOC100507412,2.8630728076765024e-45,C1orf185,3.9182186134693626e-89,JAK1,2.707455129476385e-88,LINC01531,1.4911730157122615e-111,PCTP,1.745101771830702e-13,LOC105372462,3.6323783082808856e-114,LIN52,3.0812573768151964e-115,STAU2,3.2276328359900806e-106,MSRA,9.946771232458685e-76
EEFSEC,7.941755388638822e-45,ERICH6B,3.9790246064753465e-88,RFX3,3.714551748414769e-88,IGSF11,2.889141508938994e-113,PI16,1.8104246123684097e-13,CC2D2B,1.7350853316183817e-114,KIF20B,1.5465832303248352e-115,ENAH,1.1258597150246172e-106,CWF19L2,4.729895735778232e-75
LOC100506403,1.0592388093241346e-44,CABCOCO1,4.606311800615529e-88,PPM1A,5.10309485577204e-88,SHC4,4.822838296586709e-112,TSHZ1,1.8759052571062048e-13,DMC1,1.852998327735424e-113,CEP44,9.107396096005539e-115,FGD4,1.0468565964134421e-106,GPC6,1.5932729112361776e-75
TRPS1,1.4309907035277567e-44,ATG9B,4.529569290532145e-88,CNBD2,2.257890176296672e-88,LINC02277,8.547133495621026e-112,ZRANB2,1.937077761537022e-13,KRIT1,7.447365102632132e-114,IFT88,3.9606820530624387e-116,ALG13,3.2983589749676275e-105,FAM178B,1.033901135515896e-74
PPP6R3,1.0187830944761158e-44,OBSL1,4.513144118734378e-88,LOC102724929,2.492141860354571e-87,SCN3A,2.6745769431722867e-111,TPM2,2.145638414347809e-13,FNIP1,4.368858519166685e-114,TBC1D19,5.331437203936526e-115,MAML2,3.808590048216831e-105,PEX5L,2.6868022920273237e-74
COA1,1.3307004414860106e-44,IQGAP2,4.665284298880977e-88,CAPN8,6.31090303399357e-87,DNAH14,8.158510162345813e-113,SLC39A14,2.2244901036966324e-13,ENTPD1-AS1,1.2087298517854809e-113,LINC02050,1.0517308861968294e-113,MTCL1,1.816545184648863e-104,ELMO1,1.1782035355105397e-74
MIR31HG,2.0317916467727032e-44,MGAT4C,6.179342559915222e-88,NPIPB2,2.6562705813628163e-87,L2HGDH,2.175874150036079e-111,TIMP2,2.193129929317334e-13,LYPLAL1,1.8557908818655044e-112,MLLT10,1.363635380726721e-115,FTX,6.991074346119029e-105,ZNF407,1.414330162968135e-74
GPATCH8,1.4340409916663795e-44,COL25A1,6.982211895556053e-88,LOC107985068,1.7033270272626314e-86,SNTG2-AS1,3.0284022195636094e-110,KANK2,2.2533521340992898e-13,RPGRIP1L,4.236614872817336e-112,MYCBP2,1.1497260577186941e-113,ITGAV,4.872720373714009e-104,LOC100288798,6.542069770162824e-74
SCML2,3.357993017679436e-44,RSPH3,1.802552940402952e-87,PCCB,2.0743453910075954e-86,LINC02272,1.825325938044391e-110,PER3,2.382688187878212e-13,LOC100507384,9.009147130243616e-112,LOC105379397,1.0442409725393731e-111,CERS6,3.054532679545076e-104,CDK13,2.230620738959851e-74
MDN1,3.6403625564734287e-44,ERC1,7.811065412378586e-88,BICC1,1.1371608399607437e-86,LOC100507053,2.0975304769460737e-110,TLL1,2.6086312938955807e-13,LOC105369649,6.81515391571714e-111,TMEM165,2.5290929111006367e-112,SND1,2.8777949057353455e-104,LUZP2,8.538151694710393e-74
FAM117B,3.9233260280646727e-44,ST8SIA1,2.751396689199295e-86,MCM8-AS1,3.273164789481912e-86,DIAPH3-AS1,3.365123998100164e-110,ARX,2.6234085026299104e-13,C11orf49,3.7105864101125674e-112,GP6,2.033765706619573e-111,NUTM2B-AS1,5.66413693279955e-104,LOC105371302,1.836353838869603e-73
BRD7,5.42418940770075e-44,LINC02614,2.034854302109435e-86,LOC284788,1.5103989418464192e-86,LOC105378340,5.382963306139944e-110,MEG8,2.683611022988654e-13,U2AF1L5,3.287303249524794e-110,SCAF11,4.005811836000692e-112,FBXO21,1.8303135294845917e-103,JMJD1C,1.780053955773207e-74
PIAS1,6.429055669505569e-44,LOC105375936,2.942166884416391e-86,IZUMO2,1.5357892304595254e-86,CATSPER3,2.1677845267845597e-110,CNTN1,2.8805357546985637e-13,PTPN22,8.100293488050599e-111,TTC6,1.0361985424509692e-111,EXT1,1.8450817624999905e-103,BMPER,4.181313299999547e-73
SLF1,9.515464487186166e-44,RMDN2,1.8458395908459102e-86,DNAJB8,1.5762492946086085e-86,URI1,7.862697677142837e-111,DOCK4,2.9078119318580525e-13,SENP6,3.658074347627951e-111,LINC01098,1.0162987612680357e-110,FAM133A,1.0216805478726329e-102,VTI1A,1.7786692136105636e-73
ZNF280C,1.1526758956804282e-43,PIP5K1B,3.3089119020507586e-86,INPP1,5.1398504293749964e-86,LOC105373709,1.5053463717143736e-109,RSRP1,3.0817962091072656e-13,LOC105375026,3.0593159264546184e-109,SPAG9,5.337718734710677e-112,KIF21A,7.277496252692171e-103,ZC3H12B,5.749061227985934e-73
XPO1,1.2725107197917085e-43,RNFT2,1.535023313829379e-85,CTNNA3,2.077906988175548e-86,NTN4,6.126024192922878e-110,FSTL1,3.2608650995673383e-13,CALM2,4.496365721490944e-111,SLC17A4,1.4258335249467455e-110,LOC100130207,1.177329817240811e-102,CNTN4-AS2,1.1406132547536338e-72
ARHGEF12,1.8957588690831636e-43,LRGUK,1.4501304568133432e-85,CRLS1,7.246821787957506e-86,PLSCR2,3.1304563657455146e-110,NFE2L2,3.3705321188331247e-13,LOC107984043,1.347396992417569e-109,ECHDC2,1.7906616993465463e-110,SDK2,7.552433237993245e-103,GAREM1,9.073027949884395e-73
KNOP1,2.9105517597548446e-43,LUZP1,8.186837485314079e-86,WDR64,1.136758224704088e-85,LOC105370956,4.995991657350562e-109,RBMX,3.532430170576688e-13,PHACTR4,1.7631193857002558e-110,TESK2,1.564674537296284e-110,IPO9-AS1,1.457452217732374e-102,CNTNAP3,1.335626740141313e-72
ATE1,2.984338163912575e-43,HMCN2,2.4252880702240986e-85,CEP112,1.2172297958722092e-86,CASC16,3.918306101724184e-109,ABCA1,3.5436771960877077e-13,LOC105379547,2.2301209860263474e-109,NEK10,3.475313293465502e-111,TSPYL2,1.3950805653528752e-102,EYA4,8.126569371633178e-73
EVI5,2.700145053590254e-43,SEC24D,4.0207336350386865e-85,GNG2,6.93749421503655e-86,LINC02424,5.030651764337897e-109,AEBP1,3.619185196193561e-13,SH3TC2-DT,2.3704448636914783e-108,PHF21A,3.2046339500773833e-110,TLE4,3.7727758643492816e-103,LOC105369827,5.642266934038051e-72
TMEM117,3.5716897673404498e-43,TSNAX-DISC1,1.1940169617639006e-84,CSGALNACT1,2.38229689510471e-85,SLC30A8,2.472185716587248e-109,EHBP1,3.685262839698736e-13,GRID2,5.332346609341173e-110,TPST1,4.9063104852168084e-111,IQSEC1,1.6928405810548221e-102,NALCN,5.662984367899662e-72
GRB2,5.2077500949936624e-43,LINC01478,5.460132710998538e-84,IQCF2,3.1458504073612963e-85,TMCO5A,1.4748523956568341e-108,SLC22A3,4.07355844062804e-13,CBFA2T2,2.3807415088986424e-109,PTBP3,1.50202841132995e-110,HEG1,3.66579030589531e-102,RBFOX1,1.5852457362958816e-72
ASH1L,4.853834595469067e-43,TRHDE,4.068937663339456e-84,FAM168A,1.9521259676742806e-85,SUN5,2.979434972882627e-108,IFI6,4.527644031450037e-13,HSP90B1,4.554227592665828e-109,ANO5,3.356766575010946e-109,PDZRN4,6.044908653066944e-102,HIPK2,6.356029430323466e-72
FBLN1,8.97173441789918e-43,C1orf189,2.5793594806768885e-83,LINC02805,3.21914398974416e-85,LINC01539,9.529713941468794e-108,SH3D19,4.983945928167176e-13,TANK-AS1,4.753986887988873e-108,LEKR1,4.371392601720745e-110,DENND4A,2.012456990903263e-102,LINC02253,1.6328948417030935e-71
LOC107986770,8.991953180990009e-43,LOC107986521,1.0189807347591377e-83,MINDY2,3.149890826549872e-85,TTLL7,9.563591747914995e-109,FRMPD4,5.16557656735604e-13,ORC6,1.9650843336539212e-108,LOC102723502,6.758265459366034e-109,TAF7L,8.27093485529886e-102,LOC105375630,1.6328948417030935e-71
ITSN1,1.0648566283353062e-42,LOC101928651,2.1139547460076513e-83,FBXL13,4.5093638270117344e-85,LOC105375065,1.1751751029835904e-107,ALDH1A3,5.759589278505202e-13,CEP43,5.606217831383844e-109,RHBDD1,1.7689604577615468e-109,HPCAL1,8.73710159866873e-102,PLPP1,1.8964262175579503e-71
TSC2,1.4521027463958718e-42,CUBN,2.536293621174593e-83,LINC00378,2.2656074944977297e-84,DNAJB3,4.050358603217974e-108,CST3,5.79712558556986e-13,LOC101928030,1.7777848600626844e-107,SURF4,8.87522213419383e-109,JAM2,4.342604668451186e-102,LRRC8D,3.9152669242170014e-71
SH3RF3,1.5387076262946848e-42,CCDC39,3.5805990085894666e-83,CNNM1,1.0649601227252482e-84,ACACA,2.662435280679941e-108,HS6ST2,6.628744864900866e-13,INVS,2.404587741213337e-108,LOC107985862,4.353763185924976e-108,GAB1,1.1143677852115294e-101,SDC2,4.803277701259963e-71
DIP2B,1.2937175950408864e-42,ZNF474-AS1,9.264531651446271e-83,CBLB,2.1016190562665276e-84,LINC02740,3.4473419610241057e-107,NAP1L1,6.450479095590676e-13,CUL4A,8.096379587828378e-108,SSH2,6.841954977565136e-110,GNAQ,1.8122633675065894e-101,SMYD3,1.3798319104489753e-71
CELF1,2.964143206279531e-42,CFAP74,1.1119330693888184e-82,FAM229B,8.435756124487338e-85,SLC22A23,1.9940115215408076e-107,ANTXR1,6.582774837988253e-13,IFT81,1.3637535256965856e-107,TMEM217,1.2838225180034663e-107,CPNE4,5.828078242075595e-100,FANCC,5.3828223803484285e-71
IQGAP1,3.361673196399895e-42,GOLGA6L4,1.1978607684952057e-82,CFAP44-AS1,2.4715302087036006e-83,LOC105369435,1.7349635950079695e-107,TGFBR3,6.980799526518228e-13,GGT2,3.9377368960138157e-106,GP6-AS1,2.69835537037401e-107,VTI1A,1.642702026838654e-100,FAM117B,1.454815908905848e-70
C1orf21,3.144902131869536e-42,LOC107984025,4.766097771222561e-82,SINHCAF,1.407185678637778e-83,FAM238B,5.8079064147500164e-108,LIMA1,6.993363892789337e-13,SAMD4B,2.048230618754868e-106,PIGL,1.1006072791779862e-107,NCKAP1,4.58886277093514e-100,CDK6,1.3670888247804955e-70
FMR1NB,5.83120830095562e-42,IQCM,2.3839017248113082e-82,LOC105379064,4.1534201399206154e-83,SPAM1,6.147330879156082e-107,MEF2A,6.993363892789337e-13,LIPE-AS1,8.710714924368844e-107,NUDCD3,2.612657282785857e-107,ECHDC2,4.0351991905560193e-100,PTMA,2.91653616378771e-70
CBFB,5.760256139564948e-42,LINC01327,1.2984140880747356e-80,LOC101929140,1.8698416435683252e-83,SIDT1,6.526941825650803e-107,PKD2,8.769521192308179e-13,DNHD1,3.5660879459771796e-106,PABPC1,1.921647037989054e-108,TTC39C,1.5639509847035832e-99,AKAP13,8.113729032184668e-71
UBAP2,1.0020641416308856e-41,CCDC13,1.0724462733414337e-80,LINC02380,6.260401257565156e-83,EFCAB8,5.907085351574997e-107,LOC102724701,9.424745799776564e-13,RPS27A,1.2019474752163174e-106,ZBED9,2.8166519754145584e-107,MRTFA,6.311210389196823e-100,LPIN2,3.5307245634422794e-70
RNF157,1.0902699673917792e-41,CEP152,4.139389335631694e-81,LINC02314,5.665175984871583e-83,JARID2,6.4825943073922766e-108,CPE,1.074526877487928e-12,ANKRD30B,6.288443717584345e-106,SRSF11,3.868127643939478e-108,ISYNA1,4.213045753029972e-99,ABCC9,7.892942114463301e-70
RBM44,1.523274559726777e-41,MED13L,6.500152136305863e-81,LOC107986458,2.7570149408827366e-83,USP15,1.1445080853303416e-107,FGF13,1.0868270845051074e-12,TDRG1,3.7024995605114615e-105,STK31,1.7255380375234174e-107,RAB11FIP3,4.3251332740944584e-99,KCNIP4,2.4731722605052185e-70
RPS2,2.1564598484026118e-41,DNAI3,1.4021531915380918e-80,PRAMEF11,6.3131302140841045e-83,PALLD,2.819429394098133e-107,LINC00513,1.1163034500662677e-12,MEIOC,5.146024287378708e-106,NRG4,1.6711297406712874e-107,ARHGAP20,1.1540771603915363e-98,MED13L,1.0670523189840762e-70
NOC3L,2.1771147566083922e-41,LOC105375886,6.151987950311672e-80,PAQR3,4.475724939195206e-83,SYCP2L,4.997787792022882e-107,AOPEP,1.0970411818285886e-12,CNTLN,3.7656803503522806e-106,TSGA10,1.7337530432068812e-107,SLCO3A1,8.14452582940456e-100,MRPS9-AS2,8.492832657433703e-70
